,trial_nr,onset,event_type,phase,response,nr_frames,condition,hazard,state,ref_freq,freq,LLRin,volume,ref_volume,onset_abs,duration,subject_id,block_id,start_time,morning,time_stim,blinks,sacs,pupil_b
20,20,27.439751000027172,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1009.8875267743284,-3.45461604007355,0.8890218779617917,0.8353085528892534,72.39952989999438,0.1001188999507576,1,2,2025-09-10 16:08:00,False,27.435,0,0,1.326102209671123
21,21,28.689941800024823,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1151.7225501937949,-2.10635941077154,0.8676713276852647,0.8353085528892534,73.64972069999203,0.1000949000008404,1,2,2025-09-10 16:08:00,False,28.685,0,0,-17.25752462157571
22,22,29.940311999991536,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,675.2346065415041,-7.584279149585836,0.8707657476072537,0.8353085528892534,74.90009089995874,0.0992434000363573,1,2,2025-09-10 16:08:00,False,29.935,0,0,-15.53390537654598
23,23,31.18995410000207,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1006.307753769674,-3.4910465508428725,0.8893881902286747,0.8353085528892534,76.14973299996927,0.100011300004553,1,2,2025-09-10 16:08:00,False,31.185,0,0,-16.18750652896258
24,24,32.43935880000936,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,578.6740455055512,-9.167482051368149,0.8490920006819385,0.8353085528892534,77.39913769997656,0.1000343000050634,1,2,2025-09-10 16:08:00,False,32.434,0,0,-5.519978798129111
25,25,33.688990199996624,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1613.015376338963,1.3494057984294896,0.8388167692822394,0.8353085528892534,78.64876909996383,0.1000553999911062,1,2,2025-09-10 16:08:00,False,33.684,0,0,0.8563199969489551
26,26,34.939167300006375,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,858.0436534615569,-5.126236814425745,0.8930498986972042,0.8353085528892534,79.89894619997358,0.1001642000046558,1,2,2025-09-10 16:08:00,False,34.934,0,0,6.033607095528636
27,27,36.18951370002469,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2029.238228353339,3.7044497010610566,0.9134349635398662,0.8353085528892534,81.1492925999919,0.0994826999958604,1,2,2025-09-10 16:08:00,False,36.185,0,0,3.381722181947227
28,28,37.4390164000215,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2739.611418631586,6.783795740916785,0.9907741455239828,0.8353085528892534,82.3987952999887,0.1002563000074587,1,2,2025-09-10 16:08:00,False,37.434,0,0,0.9314373171300732
29,29,38.68991090002237,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2097.855561007074,4.045620224283723,0.9259273525087942,0.8353085528892534,83.64968979998957,0.1000883000087924,1,2,2025-09-10 16:08:00,False,38.685,0,0,-2.3686734688677635
30,30,39.93980440002633,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1176.77536602897,-1.8855897235928205,0.8633313573853673,0.8353085528892534,84.89958329999354,0.1000044999527745,1,2,2025-09-10 16:08:00,False,39.935,0,0,4.063087119282188
31,31,41.189847700006794,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1913.648712225864,3.1027627640618864,0.8897415310229957,0.8353085528892534,86.149626599974,0.1000365000218153,1,2,2025-09-10 16:08:00,False,41.185,0,0,-2.23031820218999
32,32,42.44008229998872,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2344.3392804606983,5.185289761427617,0.9604912425683948,0.8353085528892534,87.39986119995592,0.0997655999963171,1,2,2025-09-10 16:08:00,False,42.435,0,1,1.397202603480231
33,33,43.69020830001682,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1438.9227063550593,0.1777002146039411,0.8342840561917569,0.8353085528892534,88.64998719998403,0.1000909999711439,1,2,2025-09-10 16:08:00,False,43.685,0,0,-0.181289968355256
34,34,44.940487599989865,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1655.4099672417794,1.615562970571615,0.8432849022585515,0.8353085528892534,89.90026649995707,0.1000830000266432,1,2,2025-09-10 16:08:00,False,44.935,0,0,-22.137811847347947
35,35,46.189998399990145,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1802.024547912741,2.486177129913744,0.8668310634110248,0.8353085528892534,91.14977729995736,0.1002151000429876,1,2,2025-09-10 16:08:00,False,46.185,0,0,-9.492957969239846
36,36,47.44035129999975,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2116.6468091610004,4.137106125031411,0.9291189098571088,0.8353085528892534,92.40013019996697,0.1001509000197984,1,2,2025-09-10 16:08:00,False,47.435,0,0,-3.921539995027219
37,37,48.69001010002103,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1865.982925747342,2.84398775042614,0.8797088554064023,0.8353085528892534,93.64978899998825,0.0991116999648511,1,2,2025-09-10 16:08:00,False,48.685,0,0,-2.022520298344032
38,38,49.93950570002198,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1817.179590317376,2.5720960389582364,0.8697889659691368,0.8353085528892534,94.8992845999892,0.1000335999997332,1,2,2025-09-10 16:08:00,False,49.934,0,0,1.9852889067899755
39,39,51.1897842999897,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1387.2205506170433,-0.1977089996518583,0.8368645967470629,0.8353085528892534,96.1495631999569,0.1000670000212267,1,2,2025-09-10 16:08:00,False,51.184,0,0,-17.367412387874918
40,40,52.439283600018825,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1983.5530597258137,3.4708407707404607,0.9043800639354764,0.8353085528892534,97.39906249998604,0.1002058999729342,1,2,2025-09-10 16:08:00,False,52.434,0,0,-9.267325307875703
41,41,53.68952509999508,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1873.873795770961,2.8872802578412737,0.8813547535035647,0.8353085528892534,98.64930399996229,0.1002459999872371,1,2,2025-09-10 16:08:00,False,53.684,0,0,0.4592316771195646
42,42,54.94001520000165,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2837.9707565492004,7.145669097626878,0.9947999773863048,0.8353085528892534,99.89979409996886,0.1003266000188887,1,2,2025-09-10 16:08:00,False,54.935,0,0,2.606822995863825
43,43,56.19019819999812,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1467.3623871275977,0.3784903634088964,0.8335900500794844,0.8353085528892534,101.14997709996533,0.100073900015559,1,2,2025-09-10 16:08:00,False,56.185,0,0,-6.467995422342471
44,44,57.44036559999222,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2073.807130138912,3.927336674070469,0.921699795966607,0.8353085528892534,102.40014449995942,0.1000497000059112,1,2,2025-09-10 16:08:00,False,57.435,0,1,-8.087279859316942
45,45,58.690145100001246,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1815.1375163589903,2.5605606755501302,0.8693864152859131,0.8353085528892534,103.64992399996844,0.1001560000004246,1,2,2025-09-10 16:08:00,False,58.685,0,0,-0.7478933674062465
46,46,59.940332300029695,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1571.6017639673885,1.082564902568375,0.8357502967287858,0.8353085528892534,104.9001111999969,0.1004292999859899,1,2,2025-09-10 16:08:00,False,59.935,0,1,2.728759581235076
47,47,61.190899099980015,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2491.3015690764755,5.809064271587148,0.9746299705058444,0.8353085528892534,106.15067799994722,0.0994054000475443,1,2,2025-09-10 16:08:00,False,61.185,0,0,-1.3550578178748285
48,48,62.4405257999897,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2381.6556778587515,5.3473055935928135,0.9644722811800988,0.8353085528892534,107.4003046999569,0.1001994000398553,1,2,2025-09-10 16:08:00,False,62.435,0,0,-4.146563582063831
49,49,63.690846299985424,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2015.0655106510153,3.632545704640972,0.9106887518892148,0.8353085528892534,108.65062519995264,0.1001311000436544,1,2,2025-09-10 16:08:00,False,63.685,0,0,-2.5384329304882693
50,50,64.94118620001245,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2105.2904729789584,4.081914974832045,0.9272017867979288,0.8353085528892534,109.90096509997966,0.098551100003533,1,2,2025-09-10 16:08:00,False,64.935,0,1,0.41411591718654256
51,51,66.18994190002559,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2226.50847918182,4.6562353989958325,0.9458748909615908,0.8353085528892534,111.1497207999928,0.100115499983076,1,2,2025-09-10 16:08:00,False,66.184,0,0,2.714119062352597
52,52,67.440224400023,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1962.777365657166,3.362819788764374,0.9000920956669837,0.8353085528892534,112.4000032999902,0.1001422999543137,1,2,2025-09-10 16:08:00,False,67.434,1,2,7.397001659018778
53,53,68.68980400002329,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1444.2526908490577,0.2156314664442578,0.8341140634923668,0.8353085528892534,113.64958289999048,0.100076499977149,1,2,2025-09-10 16:08:00,False,68.684,0,0,3.8963848738105984
54,54,69.94017970003188,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1285.192651692298,-0.981442636142146,0.846701764902964,0.8353085528892534,114.89995859999908,0.1000728999497369,1,2,2025-09-10 16:08:00,False,69.934,0,1,-19.53221986005429
55,55,71.19047259999206,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,972.4991433147536,-3.84164350746348,0.8921855751490172,0.8353085528892534,116.15025149995928,0.0994566000299528,1,2,2025-09-10 16:08:00,False,71.185,0,1,-16.147176341536696
56,56,72.4406614000327,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1141.1492344027097,-2.2009779893803745,0.8695061358486266,0.8353085528892534,117.4004402999999,0.0999469999806024,1,2,2025-09-10 16:08:00,False,72.435,0,1,-16.828608159795234
57,57,73.69075300003169,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,647.2727784335234,-8.018163702160862,0.8651341289492824,0.8353085528892534,118.6505318999989,0.1001452999771572,1,2,2025-09-10 16:08:00,False,73.685,0,0,-20.152008705715872
58,58,74.94063379999716,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1035.6539287088597,-3.1961458576069837,0.8860304273240606,0.8353085528892534,119.90041269996436,0.1000809000106528,1,2,2025-09-10 16:08:00,False,74.935,0,0,-16.454865760363077
59,59,76.19082630000776,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,887.4968017029388,-4.779990594474839,0.8940402805098405,0.8353085528892534,121.15060519997496,0.0999692999757826,1,2,2025-09-10 16:08:00,False,76.185,0,1,-9.741543180532291
60,60,77.44149850000395,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,876.326037759409,-4.90994043962766,0.8937591141295078,0.8353085528892534,122.40127739997116,0.099440100020729,1,2,2025-09-10 16:08:00,False,77.435,0,0,-22.380489224367565
61,61,78.69107569998596,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,534.365223349714,-9.984725207730982,0.8371658300437678,0.8353085528892534,123.65085459995316,0.1000930000445805,1,2,2025-09-10 16:08:00,False,78.685,0,0,-27.290839744238973
62,62,79.94143150001764,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,948.638309515744,-4.096497576463653,0.8934405092709056,0.8353085528892534,124.90121039998483,0.1000571000040508,1,2,2025-09-10 16:08:00,False,79.935,0,0,-21.382029232641976
63,63,81.19093849998899,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,756.0152284334865,-6.424979928947931,0.8838391410887971,0.8353085528892534,126.1507173999562,0.100199100037571,1,2,2025-09-10 16:08:00,False,81.185,0,0,-12.291643825509588
64,64,82.44039870001143,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1155.0801786787194,-2.076494274996286,0.8670880064184987,0.8353085528892534,127.40017759997863,0.100132499996107,1,2,2025-09-10 16:08:00,False,82.434,0,0,-2.7447600114358504
65,65,83.69067899999209,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1241.7208055080548,-1.3344652334421183,0.8527221771612318,0.8353085528892534,128.6504578999593,0.0994535000063479,1,2,2025-09-10 16:08:00,False,83.684,0,0,-6.564112645757884
66,66,84.94035380001878,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1245.6417570954875,-1.3021211852053896,0.8521358573735636,0.8353085528892534,129.900132699986,0.1001616999856196,1,2,2025-09-10 16:08:00,False,84.934,0,0,-5.486504274914009
67,67,86.19060400000308,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,635.1890537332516,-8.211499023705272,0.8625332755576268,0.8353085528892534,131.15038289997028,0.1001089999917894,1,2,2025-09-10 16:08:00,False,86.184,0,0,-9.511561704106212
68,68,87.44028530002106,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,985.7183323673632,-3.703129897633319,0.891235345348232,0.8353085528892534,132.40006419998826,0.1001307999831624,1,2,2025-09-10 16:08:00,False,87.434,0,0,-27.678050839511048
69,69,88.6911205999786,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,802.0187215419849,-5.8189666455308044,0.8890460781721267,0.8353085528892534,133.6508994999458,0.0999843000317923,1,2,2025-09-10 16:08:00,False,88.685,0,0,-27.189574612833102
70,70,89.94132480002008,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,878.439249334041,-4.885230818109321,0.8938212541217438,0.8353085528892534,134.9011036999873,0.099689099995885,1,2,2025-09-10 16:08:00,False,89.935,1,1,-20.968330714021086
71,71,91.19112029997632,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,938.1255999378144,-4.210823174935369,0.8938081217682163,0.8353085528892534,136.15089919994352,0.100045500032138,1,2,2025-09-10 16:08:00,False,91.185,1,1,-11.425060909144838
72,72,92.44125740003074,stim,2,,9.0,surprise,0.05,-1.0,1414.2135700185847,805.1862577996682,-5.778528337735945,0.8893427010602695,0.8353085528892534,137.40103629999794,0.0895765000022947,1,2,2025-09-10 16:08:00,False,92.435,0,0,-17.2750945594326
73,73,93.69132129999343,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,809.662395577703,-5.72165423728052,0.8897479965198782,0.8353085528892534,138.65110019996064,0.1000897000194527,1,2,2025-09-10 16:08:00,False,93.685,0,0,-8.129272002226376
74,74,94.9416121999966,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1230.8576992521523,-1.4246117359969352,0.854386991617289,0.8353085528892534,139.9013910999638,0.1001048000180162,1,2,2025-09-10 16:08:00,False,94.935,0,0,1.5980147619598544
75,75,96.1918751000194,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1388.4832489082078,-0.1883749902114009,0.8367817861492116,0.8353085528892534,141.1516539999866,0.0999919999740086,1,2,2025-09-10 16:08:00,False,96.185,0,0,-1.0884719528683282
76,76,97.4414456000086,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,566.9112822103541,-9.378169716068896,0.8460403463979272,0.8353085528892534,142.4012244999758,0.1001883000135421,1,2,2025-09-10 16:08:00,False,97.435,0,0,-3.890890623392853
77,77,98.69097360002344,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1342.3465389256446,-0.5350602092562562,0.8404339388465969,0.8353085528892534,143.65075249999063,0.1000611999770626,1,2,2025-09-10 16:08:00,False,98.684,0,0,-8.295194851094246
78,78,99.94119839998892,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,903.1965076276114,-4.60009382979247,0.894235649269088,0.8353085528892534,144.90097729995614,0.0994885000400245,1,2,2025-09-10 16:08:00,False,99.934,0,2,-2.7281645811053092
79,79,101.190740799997,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,911.8833222387116,-4.5018941358794065,0.8942416699881429,0.8353085528892534,146.1505196999642,0.1002501000184565,1,2,2025-09-10 16:08:00,False,101.184,0,0,-19.01602706118526
80,80,102.44109849998496,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1179.651320719599,-1.8605476581400984,0.8628370151907846,0.8353085528892534,147.40087739995215,0.0994528000010177,1,2,2025-09-10 16:08:00,False,102.434,0,0,-15.515967891843722
81,81,103.69077009998728,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1246.2003414675862,-1.2975217048843886,0.852052994137927,0.8353085528892534,148.65054899995448,0.1001352000166662,1,2,2025-09-10 16:08:00,False,103.684,0,0,-21.217487159326655
82,82,104.94103350001387,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,799.0047579813651,-5.857592899355767,0.8887563430702912,0.8353085528892534,149.90081239998108,0.1001833999762311,1,2,2025-09-10 16:08:00,False,104.934,0,0,-28.535772905051648
83,83,106.1917773000314,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,632.7307076692224,-8.251281658809896,0.861992058382098,0.8353085528892534,151.1515561999986,0.0997076999628916,1,2,2025-09-10 16:08:00,False,106.185,0,0,-27.196759108908036
84,84,107.4308263999992,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1062.7401495232752,-2.931279080553077,0.8823113810977057,0.8353085528892534,152.3906052999664,0.1002653000177815,1,2,2025-09-10 16:08:00,False,107.424,1,1,-24.303793155913255
85,85,108.68120910000287,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,670.7290568449508,-7.652963554449726,0.8698954325473046,0.8353085528892534,153.6409879999701,0.100195100007113,1,2,2025-09-10 16:08:00,False,108.674,0,0,-18.642179391237207
86,86,109.94155920000048,stim,2,,9.0,surprise,0.05,-1.0,1414.2135700185847,911.0104708811916,-4.511718847882445,0.8942443874456704,0.8353085528892534,154.9013380999677,0.0895133999874815,1,2,2025-09-10 16:08:00,False,109.935,0,0,-20.271935271663086
87,87,111.1810938999988,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,795.1390561852692,-5.907348737877119,0.8883740888615228,0.8353085528892534,156.14087279996602,0.1001352000166662,1,2,2025-09-10 16:08:00,False,111.174,0,0,-18.052040522041498
88,88,112.44239240000024,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1154.2223125510866,-2.084116490234609,0.8672370446321018,0.8353085528892534,157.40217129996745,0.0994569000322371,1,2,2025-09-10 16:08:00,False,112.435,1,1,-22.856812310513025
89,89,113.69199189997744,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,993.3574682299258,-3.6239297342583225,0.8906023547492793,0.8353085528892534,158.65177079994464,0.1001306000398472,1,2,2025-09-10 16:08:00,False,113.685,0,0,-18.839947642320784
90,90,114.94233589997748,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,639.9335994896348,-8.135152967646425,0.8635662946153276,0.8353085528892534,159.90211479994468,0.1001248000538908,1,2,2025-09-10 16:08:00,False,114.935,1,2,-18.085014283178523
91,91,116.19107270002132,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1097.9572640810334,-2.596822086768991,0.8768256159285878,0.8353085528892534,161.15085159998853,0.1001262000063434,1,2,2025-09-10 16:08:00,False,116.184,0,0,-19.783140926644613
92,92,117.44122139998944,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1628.8359481531272,1.4495381631955444,0.8403342903525076,0.8353085528892534,162.40100029995665,0.1002171000000089,1,2,2025-09-10 16:08:00,False,117.434,2,2,-19.02916726564813
93,93,118.68251030001557,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,884.2936116576708,-4.817085401571046,0.8939716281903034,0.8353085528892534,163.64228919998277,0.0993356999824754,1,2,2025-09-10 16:08:00,False,118.675,1,3,-15.670129084022816
94,94,119.93212710000807,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1242.980376863338,-1.3240638728756515,0.8525329464264307,0.8353085528892534,164.89190599997528,0.1001355000189505,1,2,2025-09-10 16:08:00,False,119.925,1,1,-10.38361283040287
95,95,121.1824176000082,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,2514.969585409934,5.906068952020994,0.9765583329740816,0.8353085528892534,166.1421964999754,0.10014479997335,1,2,2025-09-10 16:08:00,False,121.175,0,0,5.301594698798718
96,96,122.4311148999841,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1271.4074518983175,-1.0920786331448125,0.8484952672660047,0.8353085528892534,167.3908937999513,0.100292699993588,1,2,2025-09-10 16:08:00,False,122.424,0,0,-21.301345989085807
97,97,123.68141550000291,stim,2,,10.0,surprise,0.05,1.0,1414.2135700185847,1887.2126735039471,2.9600498410746794,0.8841542191538635,0.8353085528892534,168.64119439997012,0.1002071999828331,1,2,2025-09-10 16:08:00,False,123.674,0,0,-6.697176875794827
98,98,124.93169920000946,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,858.539020899193,-5.1203157028269795,0.8930731251666321,0.8353085528892534,169.89147809997667,0.0994947999715805,1,2,2025-09-10 16:08:00,False,124.924,1,0,4.515883756139387
99,99,126.1813290999853,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,745.0820840060412,-6.574426478034802,0.8823578471688963,0.8353085528892534,171.1411079999525,0.1001570000080391,1,2,2025-09-10 16:08:00,False,126.174,0,0,2.416425716866114
100,100,127.43166270002256,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,973.305809567733,-3.8331372898631098,0.8921328341488991,0.8353085528892534,172.39144159998978,0.1001221999758854,1,2,2025-09-10 16:08:00,False,127.424,0,0,0.9689034151789471
101,101,128.6921338000102,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1008.5972130504508,-3.467732339836231,0.8891553965251909,0.8353085528892534,173.6519126999774,0.1001902999705635,1,2,2025-09-10 16:08:00,False,128.685,0,0,4.834295056912395
102,102,129.9425022000214,stim,2,,9.0,surprise,0.05,-1.0,1414.2135700185847,1130.1635602037911,-2.3002199397486303,0.8714028637271223,0.8353085528892534,174.9022810999886,0.0897269999841228,1,2,2025-09-10 16:08:00,False,129.935,0,1,-0.6571305294274572
103,103,131.18233410001267,stim,2,,10.0,surprise,0.05,-1.0,1414.2135700185847,1023.3990359998786,-3.318266494716404,0.8875274832933242,0.8353085528892534,176.14211299997987,0.0996748000034131,1,2,2025-09-10 16:08:00,False,131.175,0,0,-1.3322500010613598
